Timestamp,Gender,Age,Nationality,Current Country of Residence,Current State of Residence,Current City of Residence,Highest Level of Education,Name of Highest Degree Obtained,Name of School or University,Is your degree tech related?,Did you go through a bootcamp to learn technical skills?,"Professional Certification (Eg. CCNA, CEH, GCP Cloud Associate)",Name of Bootcamp Course ,Name of Professional Certification(s),Job Title,What is your currency code?,What is your current monthly base salary?,What is your current bonus compensation per year?,What is your current equity (stock) compensation per year?,How many days of annual leave are you entitled to?,Company Benefits,What technologies do you use for work on a regular basis?,Company Location,Company Industry,What is the size of your company?,What is the size of your tech team? ,What's the name of your company? [Optional],Satisfaction Level of Current Job,Years of Experience,Number of past employments/jobs (excluding the current one),What was your starting monthly salary?,Indicate in 3-character currency code for starting monthly salary
26/07/2021 22:14:07,Male,30,Iranian ,Malaysia,Selangor,Petaling Jaya,Undergraduate Degree,Bachelor of computer software engineering ,PUN,Yes,No,No,,,Tech lead Frontend software engineer,MYR,8800,0,0,14,"Health Insurance, Remote Work, Company Laptop, Relocation Bonus","TypeScript, Angular, JavaScript, RxJS, Redux/NgRX, AWS, Firebase, MongoDB, ElectronJS","Selangor, Malaysia ",Auto Vehicles,11-50 employees,11 - 50 people,,1,10,4,6000,
26/07/2021 22:14:29,Male,22,Malaysian,Singapore,,,Undergraduate Degree,Bachelor of Engineering in Computer Engineering ,Nanyang Technological University Singapore ,Yes,No,No,,,Software Engineer ,SGD,7000,10500,0,18,"Health Insurance, Life Insurance, Dental Insurance, Employee Assistance Program, Maternity Leave, Paternity Leave, Vacation/Personal Days, Free Lunch, Free Dinner, Free Snacks, Free Drinks, Remote Work, Gym/Wellness Reimbursement, Employee Discount, Learning and Development, Company Laptop",Golang and some in house framework,Singapore,Entertainment,">10,000employees",11 - 50 people,,8,0,0,7000,
26/07/2021 22:14:33,Male,23,Malaysian,Malaysia,Selangor,Shah Alam,Undergraduate Degree,Bsc (Hons) Computer Science,Asia Pacific University of Technology & Innovation,Yes,No,No,,,Software Engineer,MYR,5200,,,15,"Health Insurance, Life Insurance, Learning and Development, Transport Allowance, Company Laptop","Vue, Javascript","Bietigheim-Bissingen, Germany","Industrials (Manufacturing, Construction, etc.)","1,001-10,000 employees",11 - 50 people,Duerr Dental,8,1,1,4400,
26/07/2021 22:15:53,Male,39,Malaysian,Malaysia,Kuala Lumpur,Kuchai Lama,Undergraduate Degree,,KDU,Yes,No,No,,,Senior Software Developer,MYR,17500,0.5,0,14,"Health Insurance, Dental Insurance, Maternity Leave, Paternity Leave, Remote Work, Gym/Wellness Reimbursement, Learning and Development, Company Laptop","React.js, Ruby, PHP","Kuala Lumpur, Malaysia","Professional Services (Law, Consulting, etc.)",11-50 employees,2 - 10 people,,9,15,7,1200,
26/07/2021 22:20:10,Male,24,Malaysian,Malaysia,Penang,Georgetown ,Undergraduate Degree,Bachelor of Software Engineering ,Universiti Putra Malaysia,Yes,No,No,,,Software Development Engineer,MYR,3600,5000,,14,"Health Insurance, Life Insurance, Dental Insurance, Employee Assistance Program, Maternity Leave, Paternity Leave, Vacation/Personal Days, Gym/Wellness Reimbursement, Employee Discount, Learning and Development, Tuition Reimbursement, Transport Allowance, Company Laptop, Phone Bill Reimbursement, Relocation Bonus","Python, Perl, Java, C++","Penang, Malaysia","Industrials (Manufacturing, Construction, etc.)",">10,000employees",2 - 10 people,,8,1,0,3500,
26/07/2021 22:22:32,Male,44,Malaysian,Malaysia,Penang ,Bukit Mertajam ,Masters Degree,Master in computer science,USM,Yes,No,No,,,CTO ,MYR ,12000,,,14,"Health Insurance, Remote Work, Transport Allowance, Company Laptop, Company Phones, Phone Bill Reimbursement","Web, mobile, database, cloud infrastructure","Penang, Malaysia ","Industrials (Manufacturing, Construction, etc.)",11-50 employees,2 - 10 people,,10,20,3,3500,
26/07/2021 22:23:26,Male,28,Malaysian,Malaysia,Selangor,Petaling Jaya,Undergraduate Degree,Bachelor of Clinical Laboratory Science,UniKL MESTECH,No,No,No,,,Backend developer,MYR,4000,0,0,11,"Health Insurance, Vacation/Personal Days, Remote Work, Company Laptop","Nestjs, nodejs, Javascript, mongoDB, firebase, AWS","Selangor, Malaysia",Auto Vehicles,11-50 employees,2 - 10 people,,8,1,1,2500,
26/07/2021 22:23:56,Male,29,Malaysian,Malaysia,Selangor,Kajang,Diploma,Diploma in IT,UCSI University,Yes,No,No,,,Software Engineer,MYR,6600,"RM24,000",0,18,"Health Insurance, Life Insurance, Maternity Leave, Paternity Leave, Free Snacks, Free Drinks, Remote Work, Company Laptop, Electric bill subsidy","C#, ASP.NET, Azure DevOps, CI/CD pipelines, .NET Core, Docker","Kuala Lumpur, Malaysia","Professional Services (Law, Consulting, etc.)",201-1000 employees,11 - 50 people,,8,3.5,1,3500,
26/07/2021 22:24:47,Male,29,Malaysian,Malaysia,Penang,Kepala Batas,Undergraduate Degree,Bachelor of Computer Science,Universiti Sains Malaysia,Yes,No,No,,,Software Engineer,MYR,9500,9500,0,15,"Health Insurance, Life Insurance, Dental Insurance, Maternity Leave, Paternity Leave, Vacation/Personal Days, Sick Time (Unlimited), Free Lunch, Free Snacks, Free Drinks, Remote Work, Learning and Development, Company Laptop, Relocation Bonus",".NET, Javascript, Microsoft Azure","Kuala Lumpur, Malaysia","Professional Services (Law, Consulting, etc.)",51-200 employees,11 - 50 people,,9,3.5,6,1250,
26/07/2021 22:25:15,Male,30,Malaysian,Malaysia,Selangor,PJ,Undergraduate Degree,Ba commerce,Unisa,No,Yes,No,Next academy,,Software engineer,MYR,4700,0,0,9999,Remote Work,"React, typescript, rails",KL malaysia,Retail / ecommerce,11-50 employees,2 - 10 people,,8,4,1,3300,
26/07/2021 22:27:31,Male,43,Malaysian,Malaysia,Selangor,Kajang,Undergraduate Degree,Bachelor of science,Wichita State University,No,No,No,,,Full Stack Developer,MYR,7000,0,0,22,"Health Insurance, Life Insurance, Remote Work, Phone Bill Reimbursement",LAMP Stack,"SELANGOR, Malaysia",Government and Government Linked Companies (GLC),1-10 employees,2 - 10 people,,7,6,0,7000,
26/07/2021 22:28:01,Male,18,Malaysian,Malaysia,Selangor,Cyberjaya,Undergraduate Degree,Bachelor of Computer Science (Data Science),MMU,Yes,No,No,,,Full Stack Developer,MYR,1000,0,0,20,"Health Insurance, Vacation/Personal Days, Sick Time (Unlimited)","Javascript, React, Node","Selangor, Malaysia",Startup,11-50 employees,11 - 50 people,,10,2,1,1000,
26/07/2021 22:29:03,Male,26,Malaysian,Malaysia,Penang,Penang,Undergraduate Degree,Bachelor of Computer Engineering,"SJSU, California",Yes,No,Yes,,"Aviatrix Certified Engineer, Microsoft Azure Associate",Software Engineer,MYR,7000,0,0.25% @ US$15000,14,"Remote Work, Learning and Development, Company Laptop, Claim on health related spending","MEVN, Javascript, BI Tool","Kuala Lumpur, Malaysia","Professional Services (Law, Consulting, etc.)",11-50 employees,2 - 10 people,,9,3,1,3800,
26/07/2021 22:30:27,Male,23,Malaysian,Malaysia,Selangor,Puchong,Undergraduate Degree,Bachelor of Computer Science,Asia Pacific University,Yes,No,No,,,Software Developer,MYR,7400,0,6000,15,"Maternity Leave, Paternity Leave, Remote Work, Learning and Development, Company Laptop","django, jquery","Selangor, Malaysia",Financial Services,1-10 employees,2 - 10 people,,8,4,4,1600,
26/07/2021 22:31:18,Male,27,Malaysian,Malaysia,Penang,George Town,Undergraduate Degree,BA (Hon) Web & Digital Media,Teesside University,Yes,No,No,,,Digital Designer,MYR,5400,0,,0,"Remote Work, Learning and Development","Java, PHP","Penang, Malaysia","Hospitality, Food, Leisure Travel",11-50 employees,2 - 10 people,Happy Holidays,9,3,2,1800,
26/07/2021 22:32:26,Male,25,Malaysian,Malaysia,Kuala Lumpur,Kuala Lumpur,Undergraduate Degree,Bachelor of Computer Science,Universiti Teknologi Malaysia,Yes,No,No,,,Software Engineer ,MYR,3000,1700,,14,"Health Insurance, Dental Insurance, Gym/Wellness Reimbursement, Transport Allowance, Company Laptop",Kotlin,Kuala Lumpur,Communication,11-50 employees,11 - 50 people,Qumon Intelligencd,6,1,0,3500,
26/07/2021 22:32:32,Male,23,Malaysian,Malaysia,Selangor,Sepang,Undergraduate Degree,Bachelor of Software Engineering,UTAR,Yes,No,No,,,Software Engineer,MYR,5500,8000,0,12,"Health Insurance, Free Snacks, Remote Work, Employee Discount, Learning and Development, Company Laptop","Ruby on Rails, Laravel, Vue.js, MySQL, AWS, Slack","Selangor, Malaysia",Retail / ecommerce,51-200 employees,11 - 50 people,,9,1+,0,3500,
26/07/2021 22:33:24,Male,23,Malaysian,Malaysia,Kuala Lumpur,Kuala Lumpur,Undergraduate Degree,Bachelor of Software Engineering,Universiti Tunku Abdul Rahman,Yes,No,No,,,UI/Ux Developer,MYR,3000,0,0,7,Health Insurance,React framework,WFH,Financial Services,1-10 employees,2 - 10 people,,7,1,0,3000,
26/07/2021 22:35:02,Male,23,Malaysian,Malaysia,Selangor,Kajang,Undergraduate Degree,Bachelor of Computer Science,Asia Pacific University,Yes,No,No,,,Full Stack Developer,MYR,7000,0,0,14,Remote Work,"React Native, Nodejs, AWS","Kuala Lumpur, Malaysia",Software Consultancy,1-10 employees,2 - 10 people,,6,2,2,4000,
26/07/2021 22:36:25,Male,33,Malaysian,Malaysia,Wilayah Persekutuan,Kuala Lumpur,Undergraduate Degree,,,Yes,No,No,,,Software Engineer,MYR,10000,0,0,20,"Health Insurance, Life Insurance, Dental Insurance, Employee Assistance Program, Maternity Leave, Paternity Leave, Vacation/Personal Days, Remote Work, Employee Discount, Learning and Development, Tuition Reimbursement, Company Laptop","Typescript, Javascript, NodeJS, ReactJS, MongoDB, AWS","Kuala Lumpur, Wilayah Persekutuan","Energy, Utilities",201-1000 employees,51 - 200 people,,8,7,2,3000,
26/07/2021 22:37:36,Male,32,Malaysian,Malaysia,Selangor,PJ,Undergraduate Degree,Bachelor Of Engineering (Mechatronics),UTAR,Yes,No,No,,,Mobile Developer,MYR,7000,,,14,"Health Insurance, Life Insurance, Free Snacks",Android,KL,Financial Services,11-50 employees,11 - 50 people,,9,7,3,3080,
26/07/2021 22:39:28,Male,36,Malaysian,Malaysia,Selangor,Telok Panglima Garang,Undergraduate Degree,Bachelor of Computer Science,University Malaysia Sabah,Yes,No,No,,,Senior Software Engineer,MYR,16500,0,0,20,"Health Insurance, Life Insurance, Maternity Leave, Paternity Leave, Vacation/Personal Days, Sick Time (Unlimited), Free Snacks, Learning and Development, Company Laptop",Java,Kuala Lumpur,Financial Services,51-200 employees,11 - 50 people,,8,12,3,16500,
26/07/2021 22:40:06,Female,24,Malaysian,Malaysia,Sabah,Kota Kinabalu,Undergraduate Degree,BSc Business Management (e-Business),Swansea University,No,Yes,No,Full Stack Development -CodeOp TechSprint,,Web Developer,MYR,1700,0,0,12,"Dental Insurance, Free Snacks, Free Drinks",Webflow,"Sabah, Malaysia",Software Development,1-10 employees,2 - 10 people,-,4,1,4,800,
26/07/2021 22:40:12,Male,29,Malaysian,Malaysia,Kuala Lumpur,Kuala Lumpur,Undergraduate Degree,Bachelor of computer science ,UIAM,Yes,No,No,,"Cisco, oracle database administrator, docker administration ",Software Engineer ,MYR,9000,35000,0,20,"Health Insurance, Life Insurance, Dental Insurance, Employee Assistance Program, Maternity Leave, Vacation/Personal Days, Free Snacks, Free Drinks, Remote Work, Gym/Wellness Reimbursement, Transport Allowance, Company Laptop, Company Phones, Phone Bill Reimbursement","Java, Angular, Docker, Jenkins, Ansible, Oracle Sql, MongoDb","Kuala Lumpur, Malaysia",Financial Services,"1,001-10,000 employees",2 - 10 people,,8,5,2,3000,
26/07/2021 22:44:24,Male,28,Malaysian,Malaysia,Sarawak ,Sibu,Undergraduate Degree,,,Yes,No,No,,,Programmer ,MYR,4000,,,12,"Remote Work, Company Laptop",Java,Selangor Malaysia ,Communication,11-50 employees,2 - 10 people,,5,4,4,1800,
26/07/2021 22:44:49,Male,30,Malaysian,Malaysia,,,Undergraduate Degree,Bachelor of Computer Science,,Yes,No,Yes,,"CTFL, CTAL, Scrum Developer",Software Test Engineer,MYR,9200,,,18,"Health Insurance, Dental Insurance, Employee Assistance Program, Paternity Leave, Vacation/Personal Days, Free Snacks, Free Drinks, Remote Work, Gym/Wellness Reimbursement, Learning and Development, Company Laptop, Company Phones, Immigration Assistance, Phone Bill Reimbursement","Groovy, .Net","KL, Malaysia","Energy, Utilities","1,001-10,000 employees",2 - 10 people,,9,5,3,3600,
26/07/2021 22:47:25,Female,25,Malaysian,Malaysia,Selangor,Petaling Jaya,Undergraduate Degree,Bachelor of Computer Science,University of Malaya,Yes,No,No,,,Software Engineer,MYR,5000,6500,0,22,"Health Insurance, Life Insurance, Dental Insurance, Employee Assistance Program, Maternity Leave, Paternity Leave, Vacation/Personal Days, Free Breakfast, Free Snacks, Free Drinks, Remote Work, Gym/Wellness Reimbursement, Employee Discount, Learning and Development, Tuition Reimbursement, Transport Allowance, Company Laptop",".NET, Python, Power BI",Malaysia,"Energy, Utilities",">10,000employees",11 - 50 people,,10,1,1,4500,
26/07/2021 22:48:57,Male,28,Malaysian,Malaysia,Selangor,Seri kembangan,Undergraduate Degree,Bachelor of Information Technology,APU,Yes,No,Yes,,Microsoft certified programmer C#,Senior software engineer,MYR,7850,18000,0,15,"Health Insurance, Life Insurance, Dental Insurance, Maternity Leave, Paternity Leave, Free Snacks, Free Drinks, Learning and Development, Company Laptop, Company Phones, Optical, Health Screening","Asp.net (c# and vb.net), angular",MTDC UPM,Business,51-200 employees,2 - 10 people,Viewpoint Research Corporation SDN Bhd,3,6,1,4500,
26/07/2021 22:51:17,Male,33,Malaysian,Malaysia,Selangor,Shah Alam,Undergraduate Degree,Bachelor in Engineering,Japanese University (keeping it secret for anonymity),No,No,Yes,,"MS Azure Architect Technology, MS Azure Architect Design",Software Engineer,MYR,13300,23000,0,18,"Health Insurance, Life Insurance, Paternity Leave, Vacation/Personal Days, Remote Work, Transport Allowance, Company Laptop",".NET, jQuery, SQL Server, Oracle, Azure ","Nebraska, US","Industrials (Manufacturing, Construction, etc.)",201-1000 employees,2 - 10 people,,6,10,4,2500,
26/07/2021 22:54:33,Male,29,Malaysian,Malaysia,Selangor,Subang Jaya,Undergraduate Degree,BEng (Electrical),UTM,No,No,No,,,Lead System Engineer/CTO,MYR,8000,0,10000,24,"Vacation/Personal Days, Sick Time (Unlimited), Company Laptop",PHP,"Kuala Lumpur, Malaysia","Professional Services (Law, Consulting, etc.)",1-10 employees,2 - 10 people,,9,6,2,6000,
26/07/2021 22:54:58,Male,30,Malaysian,Malaysia,Kuala lumpur,Kuala Lumpur ,Diploma,instrumentation engineer ,Polytechnic Shah Alam,No,No,No,,,Senior software engineer ,MYR,10000,0,0.25,14,"Employee Assistance Program, Remote Work","React, Nodejs, Typescript, Graphql, Ros, PostgreSQL, mongoDb, three.js",Singapore,Robotic,11-50 employees,2 - 10 people,MovelAI,10,4,3,3300,
26/07/2021 22:55:52,Male,39,Malaysian,Malaysia,Selangor,Petaling Jaya,Masters Degree,Master of Multimedia Computing,Monash University,Yes,No,No,,,Web Developer,MYR,6500,7000,1000,21,"Health Insurance, Employee Assistance Program, Vacation/Personal Days, Sick Time (Unlimited), Free Snacks, Remote Work, Gym/Wellness Reimbursement, Employee Discount, Learning and Development, Tuition Reimbursement, Transport Allowance","AWS, Github.","Kuala Lumpur, Wilayah Persekutuan, Malaysia.","Media, Creative Industries",51-200 employees,2 - 10 people,,8,23,6,2500,
26/07/2021 22:57:03,Male,27,Malaysian,Malaysia,Kuala Lumpur,Bukit Jalil,Undergraduate Degree,Bachelor of Information Technology,UNVERSITI ISLAM ANTARABANGSA MALAYSIA,Yes,No,No,,,Software Engineer,MYR,3500,0,0,16,"Health Insurance, Life Insurance, Dental Insurance, Paternity Leave, Company Laptop",PHP Laravel,"Kuala Lumpur, Malaysia",Government and Government Linked Companies (GLC),201-1000 employees,2 - 10 people,,7,3,2,2800,
26/07/2021 22:58:16,Male,38,Malaysian,Malaysia,Selangor,Ampang,Undergraduate Degree,Electronics Engineering,MMU,Yes,No,No,,,Web Programmer,MYR,7000,0,0,14,Remote Work,"PHP, Laravel, MySQL, jQuery",Kuala Lumpur,Dating,11-50 employees,2 - 10 people,,10,7,5,1500,
26/07/2021 22:58:43,Male,30,Malaysian,Malaysia,Selangor,Puchong,Undergraduate Degree,Bachelor of Computer Science,UPM,Yes,No,Yes,,Microsoft Azure DevOps,Software Engineer,MYR,8000,10400,0,14,"Health Insurance, Life Insurance, Dental Insurance, Maternity Leave, Paternity Leave, Vacation/Personal Days, Sick Time (Unlimited), Employee Discount, Learning and Development, Company Laptop","Java, Cloud, ReactJS, Angular","Kuala Lumpur, Malaysia","Media, Creative Industries",201-1000 employees,2 - 10 people,,7,6,1,3300,
26/07/2021 23:01:16,Male,24,Malaysian,Malaysia,Selangor,Shah Alam,Undergraduate Degree,Bachelor of Computer Science,UTeM,Yes,No,No,,,Software Engineer,MYR,2800,,,14,"Health Insurance, Dental Insurance, Free Breakfast, Free Lunch, Free Dinner, Free Snacks, Free Drinks, Learning and Development, Company Laptop, Phone Bill Reimbursement",PHP,"Selangor, Malaysia",Financial Services,51-200 employees,51 - 200 people,,4,2,1,1500,
26/07/2021 23:02:07,Male,31,Other,Malaysia,Kuala Lumpur,,Undergraduate Degree,,,Yes,No,No,,,Tech Lead,MYR,24000,20000,,12,"Health Insurance, Paternity Leave, Sick Time (Unlimited), Remote Work, Employee Discount, Learning and Development",javascript,Singapore,Financial Services,201-1000 employees,11 - 50 people,,8,10,6,2400,
26/07/2021 23:02:24,Male,38,Malaysian,Malaysia,,,Masters Degree,,,Yes,No,No,,,Tech lead,MYR,18500,0,0,10,"Health Insurance, Life Insurance, Dental Insurance, Vacation/Personal Days, Sick Time (Unlimited), Company Laptop",Java,"Kuala Lumpur, Malaysia",Financial Services,201-1000 employees,2 - 10 people,,9,13,2,3500,
26/07/2021 23:10:49,Female,27,Malaysian,Malaysia,Selangor,Petaling Jaya,Professional paper,ACCA,Sunway University ,No,No,No,,,Frontend developer,MYR,6800,,,14,"Health Insurance, Maternity Leave, Company Laptop",Javascript React,Kuala lumpur,Financial Services,"1,001-10,000 employees",51 - 200 people,,10,4,2,3200,
26/07/2021 23:11:54,Male,42,Malaysian,Malaysia,Penang,Butterworth,Undergraduate Degree,Bachelor of Computer science ,USM,Yes,No,No,,SAFe scrum master,Principal Engineer,MYR,11000,14600,,14,"Health Insurance, Life Insurance, Maternity Leave, Paternity Leave, Vacation/Personal Days, Remote Work, Gym/Wellness Reimbursement, Employee Discount, Learning and Development, Transport Allowance, Company Laptop, Company Phones, Phone Bill Reimbursement",".NET web development, Spotfire, SQL, Workbench","Batu Kawan, Penang","Industrials (Manufacturing, Construction, etc.)",">10,000employees",2 - 10 people,,8,15,5,1700,
26/07/2021 23:16:06,Male,27,Malaysian,Malaysia,Selangor,Shah Alam,Undergraduate Degree,Bachelor of IT,UNIKL MIIT,Yes,No,No,,,Jr Software Developer,MYR,2800,0,0,14,"Paternity Leave, Vacation/Personal Days, Learning and Development, Transport Allowance, Company Laptop, Phone Bill Reimbursement",Laravel,"Malaysia, Selangor",Software House,11-50 employees,11 - 50 people,,8,2,1,1800,
26/07/2021 23:16:17,Male,23,Malaysian,Malaysia,Selangor,Petaling Jaya,Undergraduate Degree,Bachelor of Computer Science,University of Wollongong,Yes,No,No,,,Software Developer,MYR,2500,0,0,14,Company Laptop,Laptop,"Selangor, Malaysia",Communication,11-50 employees,2 - 10 people,,4,1,0,2500,
26/07/2021 23:18:55,Male,19,Malaysian,Malaysia,Johor,Johor Bahru,"Pre-university (STPM, A-Levels, Matriculation, CPU, IB, etc.)",Foundation in Science,Sunway,Yes,No,No,,,Junior Full-stack Developer,MYR,1800,0,0,12,"Free Snacks, Remote Work","Web, Laravel, React","Johor Bahru, Johor","Professional Services (Law, Consulting, etc.)",1-10 employees,2 - 10 people,,7,0,0,1200,
26/07/2021 23:20:27,Female,37,Malaysian,Malaysia,Penang,Georgetown,Undergraduate Degree,Bachelor of IT with Mgmt,Aimst university,Yes,No,No,,,Tech Manager,MYR,9000,9000,0,18,"Health Insurance, Life Insurance, Maternity Leave, Transport Allowance"," Jira, Bitbucket, Deploybot, ","Penang, Malaysia","Transport, Logistics",51-200 employees,11 - 50 people,,7,12,3,2000,
26/07/2021 23:20:33,Male,26,Malaysian,Malaysia,Selangor,Kajang,Undergraduate Degree,Bachelor in Intelligent Systems Engineering,MARA UT,No,Yes,Yes,Legoom Programming Track - Legoom.NET,TRIZ and SAS,Web App Developer,MYR,5400,0,0,14,"Health Insurance, Vacation/Personal Days, Free Lunch, Free Snacks, Free Drinks, Remote Work, Gym/Wellness Reimbursement, Employee Discount, Learning and Development, Company Laptop","PHP, SQL, .NET","Selangor, MY","Media, Creative Industries","1,001-10,000 employees",11 - 50 people,123RF,10,5,3,900,
